Customer_ID,Product,Predicted_Likelihood
CUS001295,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001295,120 Eggs Incubator,1.0
CUS001295,128 Birds Layer Cages (Premium,1.0
CUS001296,000 Seeds,1.0
CUS001296,000 Seeds - Below 10 bags,1.0
CUS001296,1000 Layers Business Plan (2022 Edition),1.0
CUS001296,128 Birds Layer Cages (Premium,1.0
CUS001296,16L Hand Sprayer - Magic Farms Logo Brand,1.0
CUS001296,2 inches wide (Black/Blue),1.0
CUS001296,2 males [800g],1.0
CUS001296,4 Stroke Brushcutter Sprayer with 50 Meters Hose,1.0
CUS001296,4-Week-Old Turkeys – Superior Quality for Optimal Growth and Profitability (6 turkeys/Carton) (Foreign) - Half Carton,1.0
CUS001296,500g,1.0
CUS001297,(Organic Fertilizer and Soil Conditioner,1.0
CUS001297,000 Seeds - 10 bags and above,1.0
CUS001297,000 Seeds - Below 10 bags,1.0
CUS001297,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001297,10,1.0
CUS001297,10-12cm (Jumbo),1.0
CUS001297,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001297,120 Eggs Incubator,1.0
CUS001297,120 capacity,1.0
CUS001297,13hp and 17hp) - 7hp,1.0
CUS001298,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001298,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001298,10-12cm (Jumbo),1.0
CUS001298,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001298,150kg Spring Scale,1.0
CUS001298,16L Hand Sprayer - Magic Farms Logo Brand,1.0
CUS001298,2 Packs Of Supergene Sprouted Seeds (Pack Of 500) + 500 Pieces Of Nursery Bags,1.0
CUS001298,2 inches wide (Black/Blue),1.0
CUS001298,2 males [800g],1.0
CUS001298,2-4cm (Fingerlings),1.0
CUS001299,"""KAAS-TOLTRA 250",1.0
CUS001299,(Organic Fertilizer and Soil Conditioner,1.0
CUS001299,000 Seeds - 10 bags and above,1.0
CUS001299,000),1.0
CUS001299,10,1.0
CUS001299,10-12cm (Jumbo),1.0
CUS001299,1000 Layers Business Plan (2022 Edition),1.0
CUS001299,100g,1.0
CUS001299,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001299,120 Eggs Incubator,1.0
CUS001300,000),1.0
CUS001300,000) - gas-brooder-htc-digital-thermometer,1.0
CUS001300,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001300,10,1.0
CUS001300,10-12cm (Jumbo),1.0
CUS001300,1000 Layers Business Plan (2022 Edition),1.0
CUS001300,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001300,100g,1.0
CUS001300,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001300,120 Eggs Incubator,1.0
CUS001302,"""KAAS-TOLTRA 250",1.0
CUS001302,(Organic Fertilizer and Soil Conditioner,1.0
CUS001302,000 Seeds - 10 bags and above,1.0
CUS001302,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001302,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001302,10-12cm (Jumbo),1.0
CUS001302,100g,1.0
CUS001302,120 Eggs Incubator,1.0
CUS001302,128 Birds Layer Cages (Premium,1.0
CUS001302,150kg Spring Scale,1.0
CUS001303,"""KAAS-TOLTRA 250",1.0
CUS001303,(Organic Fertilizer and Soil Conditioner,1.0
CUS001303,000 Seeds,1.0
CUS001303,000 Seeds - 10 bags and above,1.0
CUS001303,000),1.0
CUS001303,000) - gas-brooder-htc-digital-thermometer,1.0
CUS001303,1000 Layers Business Plan (2022 Edition),1.0
CUS001303,100g,1.0
CUS001303,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001303,2 inches wide (Black/Blue),1.0
CUS001305,"""KAAS-TOLTRA 250",1.0
CUS001305,(Organic Fertilizer and Soil Conditioner,1.0
CUS001305,000 Seeds,1.0
CUS001305,000 Seeds - Below 10 bags,1.0
CUS001305,000),1.0
CUS001305,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001305,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001305,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001305,120 Eggs Incubator,1.0
CUS001305,128 Birds Layer Cages (Premium,1.0
CUS001307,"""KAAS-TOLTRA 250",1.0
CUS001307,(Organic Fertilizer and Soil Conditioner,1.0
CUS001307,000 Seeds - Below 10 bags,1.0
CUS001307,000) - gas-brooder-htc-digital-thermometer,1.0
CUS001307,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001307,1000 Layers Business Plan (2022 Edition),1.0
CUS001307,100g,1.0
CUS001307,120 Eggs Incubator,1.0
CUS001307,128 Birds Layer Cages (Premium,1.0
CUS001307,13hp and 17hp) - 7hp,1.0
CUS001308,(Organic Fertilizer and Soil Conditioner,1.0
CUS001308,000 Seeds,1.0
CUS001308,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001308,10-12cm (Jumbo),1.0
CUS001308,1000 Layers Business Plan (2022 Edition),1.0
CUS001308,100g,1.0
CUS001308,2 Packs Of Supergene Sprouted Seeds (Pack Of 500) + 500 Pieces Of Nursery Bags,1.0
CUS001308,2 inches wide (Black/Blue),1.0
CUS001308,2 t/hr Manure dryer,1.0
CUS001308,300 Eggs Capacity Incubator (Fully Automated,1.0
CUS001309,(Organic Fertilizer and Soil Conditioner,1.0
CUS001309,000 Seeds - 10 bags and above,1.0
CUS001309,000 Seeds - Below 10 bags,1.0
CUS001309,000),1.0
CUS001309,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001309,000) - gas-brooder-htc-digital-thermometer,1.0
CUS001309,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001309,10,1.0
CUS001309,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001309,120 capacity,1.0
CUS001310,"""KAAS-TOLTRA 250",1.0
CUS001310,000 Seeds,1.0
CUS001310,000 Seeds - 10 bags and above,1.0
CUS001310,000 Seeds - Below 10 bags,1.0
CUS001310,000) - gas-brooder-htc-digital-thermometer,1.0
CUS001310,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001310,10,1.0
CUS001310,10-12cm (Jumbo),1.0
CUS001310,1000 Layers Business Plan (2022 Edition),1.0
CUS001310,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001311,"""KAAS-TOLTRA 250",1.0
CUS001311,000 Seeds,1.0
CUS001311,000 Seeds - Below 10 bags,1.0
CUS001311,000),1.0
CUS001311,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001311,10-12cm (Jumbo),1.0
CUS001311,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001311,120 capacity,1.0
CUS001311,128 Birds Layer Cages (Premium,1.0
CUS001311,13hp and 17hp) - 7hp,1.0
CUS001312,(Organic Fertilizer and Soil Conditioner,1.0
CUS001312,000 Seeds - Below 10 bags,1.0
CUS001312,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001312,10,1.0
CUS001312,10-12cm (Jumbo),1.0
CUS001312,1000 Layers Business Plan (2022 Edition),1.0
CUS001312,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001312,100g,1.0
CUS001312,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001312,16L Hand Sprayer - Magic Farms Logo Brand,1.0
CUS001313,(Organic Fertilizer and Soil Conditioner,1.0
CUS001313,000 Seeds - 10 bags and above,1.0
CUS001313,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001313,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001313,10,1.0
CUS001313,10-12cm (Jumbo),1.0
CUS001313,100g,1.0
CUS001313,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001313,120 capacity,1.0
CUS001313,1L,1.0
CUS001314,"""KAAS-TOLTRA 250",1.0
CUS001314,(Organic Fertilizer and Soil Conditioner,1.0
CUS001314,000 Seeds,1.0
CUS001314,000),1.0
CUS001314,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001314,000) - gas-brooder-htc-digital-thermometer,1.0
CUS001314,10-12cm (Jumbo),1.0
CUS001314,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001314,1L,1.0
CUS001314,2 t/hr Manure dryer,1.0
CUS001315,"""KAAS-TOLTRA 250",1.0
CUS001315,(Organic Fertilizer and Soil Conditioner,1.0
CUS001315,000 Seeds,1.0
CUS001315,000 Seeds - 10 bags and above,1.0
CUS001315,000 Seeds - Below 10 bags,1.0
CUS001315,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001315,000) - gas-brooder-htc-digital-thermometer,1.0
CUS001315,10-12cm (Jumbo),1.0
CUS001315,1000 Layers Business Plan (2022 Edition),1.0
CUS001315,100g,1.0
CUS001316,"""KAAS-TOLTRA 250",1.0
CUS001316,(Organic Fertilizer and Soil Conditioner,1.0
CUS001316,000 Seeds,1.0
CUS001316,000 Seeds - 10 bags and above,1.0
CUS001316,000),1.0
CUS001316,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001316,10-12cm (Jumbo),1.0
CUS001316,1000 Layers Business Plan (2022 Edition),1.0
CUS001316,100g,1.0
CUS001316,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001317,000 Seeds - 10 bags and above,1.0
CUS001317,000),1.0
CUS001317,100g,1.0
CUS001317,128 Birds Layer Cages (Premium,1.0
CUS001317,1L,1.0
CUS001317,2 inches wide (Black/Blue),1.0
CUS001317,2 males [800g],1.0
CUS001317,2-4cm (Fingerlings),1.0
CUS001317,20kg Weighing Scale,1.0
CUS001317,256 Eggs Incubator,1.0
CUS001318,(Organic Fertilizer and Soil Conditioner,1.0
CUS001318,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001318,10,1.0
CUS001318,1000 Layers Business Plan (2022 Edition),1.0
CUS001318,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001318,100g,1.0
CUS001318,128 Birds Layer Cages (Premium,1.0
CUS001318,16L Hand Sprayer - Magic Farms Logo Brand,1.0
CUS001318,2 inches wide (Black/Blue),1.0
CUS001318,2 t/hr Manure dryer,1.0
CUS001319,000 Seeds,1.0
CUS001319,000 Seeds - 10 bags and above,1.0
CUS001319,000 Seeds - Below 10 bags,1.0
CUS001319,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001319,10-12cm (Jumbo),1.0
CUS001319,1000 Layers Business Plan (2022 Edition),1.0
CUS001319,120 Eggs Incubator,1.0
CUS001319,13hp and 17hp) - 7hp,1.0
CUS001319,150kg Spring Scale,1.0
CUS001319,16L Hand Sprayer - Magic Farms Logo Brand,1.0
CUS001320,"""KAAS-TOLTRA 250",1.0
CUS001320,(Organic Fertilizer and Soil Conditioner,1.0
CUS001320,000 Seeds,1.0
CUS001320,000 Seeds - 10 bags and above,1.0
CUS001320,000 Seeds - Below 10 bags,1.0
CUS001320,000),1.0
CUS001320,000) - gas-brooder-htc-digital-thermometer,1.0
CUS001320,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001320,10-12cm (Jumbo),1.0
CUS001320,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001321,"""KAAS-TOLTRA 250",1.0
CUS001321,(Organic Fertilizer and Soil Conditioner,1.0
CUS001321,000 Seeds,1.0
CUS001321,000 Seeds - 10 bags and above,1.0
CUS001321,000 Seeds - Below 10 bags,1.0
CUS001321,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001321,000) - gas-brooder-htc-digital-thermometer,1.0
CUS001321,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001321,100g,1.0
CUS001321,120 Eggs Incubator,1.0
CUS001323,"""KAAS-TOLTRA 250",1.0
CUS001323,(Organic Fertilizer and Soil Conditioner,1.0
CUS001323,000 Seeds,1.0
CUS001323,000 Seeds - Below 10 bags,1.0
CUS001323,000) - gas-brooder-htc-digital-thermometer,1.0
CUS001323,10,1.0
CUS001323,100g,1.0
CUS001323,120 Eggs Incubator,1.0
CUS001323,13hp and 17hp) - 7hp,1.0
CUS001323,150kg Spring Scale,1.0
CUS001324,(Organic Fertilizer and Soil Conditioner,1.0
CUS001324,000 Seeds - Below 10 bags,1.0
CUS001324,000),1.0
CUS001324,10,1.0
CUS001324,10-12cm (Jumbo),1.0
CUS001324,1000 Layers Business Plan (2022 Edition),1.0
CUS001324,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001324,100g,1.0
CUS001324,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001324,120 Eggs Incubator,1.0
CUS001325,"""KAAS-TOLTRA 250",1.0
CUS001325,(Organic Fertilizer and Soil Conditioner,1.0
CUS001325,000 Seeds,1.0
CUS001325,000 Seeds - Below 10 bags,1.0
CUS001325,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001325,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001325,10-12cm (Jumbo),1.0
CUS001325,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001325,120 Eggs Incubator,1.0
CUS001325,128 Birds Layer Cages (Premium,1.0
CUS001326,"""KAAS-TOLTRA 250",1.0
CUS001326,000 Seeds - Below 10 bags,1.0
CUS001326,000),1.0
CUS001326,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001326,1000 Layers Business Plan (2022 Edition),1.0
CUS001326,120 Eggs Incubator,1.0
CUS001326,120 capacity,1.0
CUS001326,128 Birds Layer Cages (Premium,1.0
CUS001326,150kg Spring Scale,1.0
CUS001326,16L Hand Sprayer - Magic Farms Logo Brand,1.0
CUS001327,(Organic Fertilizer and Soil Conditioner,1.0
CUS001327,000 Seeds,1.0
CUS001327,000 Seeds - 10 bags and above,1.0
CUS001327,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001327,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001327,10,1.0
CUS001327,10-12cm (Jumbo),1.0
CUS001327,1000 Layers Business Plan (2022 Edition),1.0
CUS001327,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001327,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001328,"""KAAS-TOLTRA 250",1.0
CUS001328,(Organic Fertilizer and Soil Conditioner,1.0
CUS001328,000 Seeds,1.0
CUS001328,000 Seeds - 10 bags and above,1.0
CUS001328,000 Seeds - Below 10 bags,1.0
CUS001328,000),1.0
CUS001328,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001328,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001328,100g,1.0
CUS001328,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001329,(Organic Fertilizer and Soil Conditioner,1.0
CUS001329,000 Seeds,1.0
CUS001329,000 Seeds - 10 bags and above,1.0
CUS001329,000 Seeds - Below 10 bags,1.0
CUS001329,000) - gas-brooder-htc-digital-thermometer,1.0
CUS001329,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001329,10,1.0
CUS001329,10-12cm (Jumbo),1.0
CUS001329,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001329,100g,1.0
CUS001330,000 Seeds - Below 10 bags,1.0
CUS001330,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001330,10,1.0
CUS001330,10-12cm (Jumbo),1.0
CUS001330,1000 Layers Business Plan (2022 Edition),1.0
CUS001330,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001330,120 capacity,1.0
CUS001330,128 Birds Layer Cages (Premium,1.0
CUS001330,13hp and 17hp) - 7hp,1.0
CUS001330,150kg Spring Scale,1.0
CUS001331,"""KAAS-TOLTRA 250",1.0
CUS001331,(Organic Fertilizer and Soil Conditioner,1.0
CUS001331,000 Seeds,1.0
CUS001331,000 Seeds - 10 bags and above,1.0
CUS001331,000 Seeds - Below 10 bags,1.0
CUS001331,000),1.0
CUS001331,000) - gas-brooder-htc-digital-thermometer,1.0
CUS001331,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001331,10-12cm (Jumbo),1.0
CUS001331,100g,1.0
CUS001332,000 Seeds,1.0
CUS001332,000 Seeds - 10 bags and above,1.0
CUS001332,000),1.0
CUS001332,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001332,000) - gas-brooder-htc-digital-thermometer,1.0
CUS001332,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001332,10,1.0
CUS001332,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001332,150kg Spring Scale,1.0
CUS001332,16L Hand Sprayer - Magic Farms Logo Brand,1.0
CUS001333,(Organic Fertilizer and Soil Conditioner,1.0
CUS001333,000 Seeds - Below 10 bags,1.0
CUS001333,1000 Layers Business Plan (2022 Edition),1.0
CUS001333,100g,1.0
CUS001333,13hp and 17hp) - 7hp,1.0
CUS001333,150kg Spring Scale,1.0
CUS001333,16L Hand Sprayer - Magic Farms Logo Brand,1.0
CUS001333,2 t/hr Manure dryer,1.0
CUS001333,2-4cm (Fingerlings),1.0
CUS001333,20kg Weighing Scale,1.0
CUS001334,"""KAAS-TOLTRA 250",1.0
CUS001334,(Organic Fertilizer and Soil Conditioner,1.0
CUS001334,000 Seeds,1.0
CUS001334,000 Seeds - 10 bags and above,1.0
CUS001334,000 Seeds - Below 10 bags,1.0
CUS001334,000) - gas-brooder-htc-digital-thermometer,1.0
CUS001334,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001334,10,1.0
CUS001334,10-12cm (Jumbo),1.0
CUS001334,1000 Layers Business Plan (2022 Edition),1.0
CUS001335,(Organic Fertilizer and Soil Conditioner,1.0
CUS001335,000 Seeds - 10 bags and above,1.0
CUS001335,000 Seeds - Below 10 bags,1.0
CUS001335,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001335,000) - gas-brooder-htc-digital-thermometer,1.0
CUS001335,1000 Layers Business Plan (2022 Edition),1.0
CUS001335,100g,1.0
CUS001335,120 Eggs Incubator,1.0
CUS001335,120 capacity,1.0
CUS001335,13hp and 17hp) - 7hp,1.0
CUS001336,"""KAAS-TOLTRA 250",1.0
CUS001336,(Organic Fertilizer and Soil Conditioner,1.0
CUS001336,000 Seeds,1.0
CUS001336,000 Seeds - 10 bags and above,1.0
CUS001336,000),1.0
CUS001336,000) - gas-brooder-htc-digital-thermometer,1.0
CUS001336,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001336,100g,1.0
CUS001336,128 Birds Layer Cages (Premium,1.0
CUS001336,13hp and 17hp) - 7hp,1.0
CUS001337,000 Seeds,1.0
CUS001337,000 Seeds - 10 bags and above,1.0
CUS001337,000 Seeds - Below 10 bags,1.0
CUS001337,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001337,000) - gas-brooder-htc-digital-thermometer,1.0
CUS001337,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001337,10,1.0
CUS001337,1000 Layers Business Plan (2022 Edition),1.0
CUS001337,100g,1.0
CUS001337,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001338,000 Seeds,1.0
CUS001338,000 Seeds - 10 bags and above,1.0
CUS001338,000 Seeds - Below 10 bags,1.0
CUS001338,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001338,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001338,10-12cm (Jumbo),1.0
CUS001338,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001338,120 Eggs Incubator,1.0
CUS001338,150kg Spring Scale,1.0
CUS001338,16L Hand Sprayer - Magic Farms Logo Brand,1.0
CUS001340,000 Seeds - 10 bags and above,1.0
CUS001340,000 Seeds - Below 10 bags,1.0
CUS001340,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001340,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001340,10-12cm (Jumbo),1.0
CUS001340,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001340,150kg Spring Scale,1.0
CUS001340,16L Hand Sprayer - Magic Farms Logo Brand,1.0
CUS001340,2 males [800g],1.0
CUS001340,2 t/hr Manure dryer,1.0
CUS001341,"""KAAS-TOLTRA 250",1.0
CUS001341,(Organic Fertilizer and Soil Conditioner,1.0
CUS001341,000 Seeds - 10 bags and above,1.0
CUS001341,000 Seeds - Below 10 bags,1.0
CUS001341,000),1.0
CUS001341,000) - gas-brooder-htc-digital-thermometer,1.0
CUS001341,1000 Layers Business Plan (2022 Edition),1.0
CUS001341,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001341,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001341,13hp and 17hp) - 7hp,1.0
CUS001342,000 Seeds,1.0
CUS001342,000 Seeds - 10 bags and above,1.0
CUS001342,000 Seeds - Below 10 bags,1.0
CUS001342,000),1.0
CUS001342,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001342,000) - gas-brooder-htc-digital-thermometer,1.0
CUS001342,10,1.0
CUS001342,1000 Layers Business Plan (2022 Edition),1.0
CUS001342,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001342,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001343,"""KAAS-TOLTRA 250",1.0
CUS001343,(Organic Fertilizer and Soil Conditioner,1.0
CUS001343,000 Seeds - Below 10 bags,1.0
CUS001343,10,1.0
CUS001343,10-12cm (Jumbo),1.0
CUS001343,100g,1.0
CUS001343,120 capacity,1.0
CUS001343,13hp and 17hp) - 7hp,1.0
CUS001343,16L Hand Sprayer - Magic Farms Logo Brand,1.0
CUS001343,1L,1.0
CUS001344,(Organic Fertilizer and Soil Conditioner,1.0
CUS001344,000 Seeds,1.0
CUS001344,000 Seeds - 10 bags and above,1.0
CUS001344,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001344,10,1.0
CUS001344,1000 Layers Business Plan (2022 Edition),1.0
CUS001344,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001344,128 Birds Layer Cages (Premium,1.0
CUS001344,1L,1.0
CUS001344,2 Packs Of Supergene Sprouted Seeds (Pack Of 500) + 500 Pieces Of Nursery Bags,1.0
CUS001345,(Organic Fertilizer and Soil Conditioner,1.0
CUS001345,000 Seeds,1.0
CUS001345,000 Seeds - 10 bags and above,1.0
CUS001345,000 Seeds - Below 10 bags,1.0
CUS001345,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001345,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001345,10,1.0
CUS001345,10-12cm (Jumbo),1.0
CUS001345,1000 Layers Business Plan (2022 Edition),1.0
CUS001345,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001346,(Organic Fertilizer and Soil Conditioner,1.0
CUS001346,000 Seeds,1.0
CUS001346,000 Seeds - 10 bags and above,1.0
CUS001346,000),1.0
CUS001346,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001346,1000 Layers Business Plan (2022 Edition),1.0
CUS001346,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001346,120 Eggs Incubator,1.0
CUS001346,16L Hand Sprayer - Magic Farms Logo Brand,1.0
CUS001346,2 inches wide (Black/Blue),1.0
CUS001347,"""KAAS-TOLTRA 250",1.0
CUS001347,000 Seeds,1.0
CUS001347,000 Seeds - 10 bags and above,1.0
CUS001347,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001347,080 Chicken Egg Capacity KGE Incubator Powered by Kerosene/Gas/Electricity/Solar Power - 120M96 Model - Incubator+Candling machine+Solar arrangement,1.0
CUS001347,10-12cm (Jumbo),1.0
CUS001347,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001347,100g,1.0
CUS001347,1056 Eggs Capacity Incubators (Electric Powered-500W),1.0
CUS001347,120 Eggs Incubator,1.0
CUS001348,000 Seeds,1.0
CUS001348,000 Seeds - Below 10 bags,1.0
CUS001348,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
CUS001348,10,1.0
CUS001348,1000kg Digital Floor Weighing Scale (A12E-Camry Brand),1.0
CUS001348,100g,1.0
CUS001348,16L Hand Sprayer - Magic Farms Logo Brand,1.0
CUS001348,2 Packs Of Supergene Sprouted Seeds (Pack Of 500) + 500 Pieces Of Nursery Bags,1.0
CUS001348,2 inches wide (Black/Blue),1.0
CUS001348,2 males [800g],1.0
CUS001349,(Organic Fertilizer and Soil Conditioner,1.0
CUS001349,000 Seeds,1.0
CUS001349,000 Seeds - 10 bags and above,1.0
CUS001349,000 Seeds - Below 10 bags,1.0
CUS001349,000),1.0
CUS001349,000) - brooder-guard-gas-brooder-htc-digital-thermometer-biovitastress,1.0
