Customer_ID,Recency,Avg_Order_Value,Customer_Lifetime_Days,Purchase_Rate,Total_Items_Sold,Product_Purchased,
CUS_TEST_0589,81,153.95,510,0.047,54, Amo Broiler ,
CUS_TEST_0590,187,30.33,1121,0.059,3, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0591,84,322.18,843,0.075,53, Day Old amo Pullets (ISA Brown),
CUS_TEST_0592,88,302.67,1302,0.133,84, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0593,242,330.16,1023,0.025,31, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0594,342,104.23,352,0.191,69, AMO Noilers (Commercial Dual-Purpose Day Old Chicks),
CUS_TEST_0595,93,154.87,951,0.173,88, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0596,86,313.61,933,0.116,33, Day-Old Marshall Broilers (Grinphield),
CUS_TEST_0597,44,303.82,1571,0.135,72, Day-Old Marshall Broilers (Grinphield),
CUS_TEST_0598,137,258.1,1845,0.004,88, King Humus Plus (Organic Soil Conditioner and Growth Stimulant ,
CUS_TEST_0599,74,181.7,1485,0.068,50, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0600,36,457.34,1540,0.159,84, Day-Old AMO Pullets (ISA Brown ,
CUS_TEST_0601,101,176.49,635,0.016,16, AMO Noilers (Day-Old Chicks),
CUS_TEST_0602,156,233.25,458,0.057,76, AMO Noilers (Day-Old Chicks),
CUS_TEST_0603,255,342.28,1322,0.117,77, AMO Noilers (Day-Old Chicks),
CUS_TEST_0604,171,276.08,1762,0.052,39, D.I. Grow Organic Foliar Liquid Fertilizer (1 Litre) - D.I. Grow - Green,
CUS_TEST_0605,216,179.97,1590,0.187,89, Commercial Day-Old Pullets (ISA Brown ,
CUS_TEST_0606,170,223.47,177,0.027,46, Handheld Debeaker (Electric ,
CUS_TEST_0607,252,399.3,1171,0.16,96, Quality Brooder Guard for Chicks (Plastic Board Model) - Brooding Guard,
CUS_TEST_0608,360,146.28,879,0.102,88, Day-Old Marshall Broilers (Grinphield),
CUS_TEST_0609,322,79.71,396,0.15,47, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0610,55,163.45,879,0.063,44, Cage Plier ,
CUS_TEST_0611,91,426.27,1119,0.103,9, Digital Hanging Scale,
CUS_TEST_0612,278,53.6,842,0.172,87, Platinum 701 F1 Tomato Seeds (East West Seed ,
CUS_TEST_0613,101,495.93,1423,0.094,50, MasterChem Fertilizer (Soluble Potassium Nitrate ,
CUS_TEST_0614,155,275.09,204,0.073,77, Zartech Pullet ,
CUS_TEST_0615,349,492.57,1884,0.108,60, Tutaforce Insecticide ,
CUS_TEST_0616,364,470.11,617,0.144,96, Hybrid F1 Cobra 26 ,
CUS_TEST_0617,141,231.88,524,0.089,15, Poultry Management For First-Timers (E-Book),
CUS_TEST_0618,173,107.26,1002,0.188,36, The Secrets of Starting and Growing A successful Poultry Farm (341 Pages) - 2020 Edition,
CUS_TEST_0619,10,90.79,1167,0.06,63, Grain Moisture Meter,
CUS_TEST_0620,228,127.59,1164,0.096,69, Bag Closing Machine (Electric-Powered),
CUS_TEST_0621,265,357.96,1814,0.152,86, Egg Production Masterclass (Video Course ,
CUS_TEST_0622,248,143.75,1492,0.138,80, Potting Soil ,
CUS_TEST_0623,247,177.3,1768,0.173,41, Pumpkin Seeds (Ugu),
CUS_TEST_0624,155,229.9,1200,0.199,74, Agrited Broilers - One Carton,
CUS_TEST_0625,34,457.48,64,0.086,24, Valentine Broilers Commercial Day Old Chicks (Ross 308),
CUS_TEST_0626,129,102.8,1028,0.023,82, Agrited Broilers,
CUS_TEST_0627,160,12.46,1362,0.007,49, Fixed Amount (Store Credit) - ?1000,
CUS_TEST_0628,89,39.45,567,0.146,18, ISA Brown Commercial Pullets (Day-Old ,
CUS_TEST_0629,93,453.34,779,0.175,7, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0630,327,327.28,1067,0.045,4, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0631,241,143.79,403,0.033,90, Commercial Day-Old CHI Pullets (ISA Brown),
CUS_TEST_0632,323,96.82,586,0.013,69, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0633,117,154.19,1481,0.165,60, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0634,94,66.25,1781,0.063,55, Day-Old Pullets (Zartech),
CUS_TEST_0635,163,471.35,262,0.081,16, Day Old AMO Broilers (Commercial Arbor Acres Plus),
CUS_TEST_0636,99,394.26,734,0.101,99, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0637,113,236.57,592,0.168,90, SAYED Broilers (Day-Old Chicks),
CUS_TEST_0638,359,433.83,968,0.131,82, Agrited Broilers,
CUS_TEST_0639,91,132.23,916,0.123,29, Agrited Broilers,
CUS_TEST_0640,346,361.39,755,0.036,23, Foreign Turkey Poults - 30Pcs Per Carton (Full Carton ,
CUS_TEST_0641,206,429.5,1716,0.103,14, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0642,17,184.82,1493,0.143,79, AMO Day-Old Broilers (Commercial Arbor Acres Plus),
CUS_TEST_0643,274,381.16,1555,0.195,49, Foreign Turkey Poults - 30Pcs Per Carton (Full Carton ,
CUS_TEST_0644,173,154.59,1328,0.041,33, Foreign Turkey Poults - 30Pcs Per Carton (Full Carton ,
CUS_TEST_0645,116,156.44,1903,0.003,25, Day-Old AMO Pullets (ISA Brown ,
CUS_TEST_0646,349,62.46,105,0.016,21, AMO Noilers (Day-Old Chicks),
CUS_TEST_0647,181,225.63,468,0.076,17, Commercial SAYED Broilers (Day-Old Chicks),
CUS_TEST_0648,91,367.56,1785,0.164,23, AMO Broiler Chicks ,
CUS_TEST_0649,82,470.71,1913,0.002,57, Day-Old ZARTECH Broilers (Cobb 500) - One Carton,
CUS_TEST_0650,324,305.86,728,0.092,81, Nigerian Turkey Poults - 40Pcs Per Carton (Full Carton ,
CUS_TEST_0651,114,432.94,1342,0.067,58, Poultry Feeders ,
CUS_TEST_0652,257,413.02,944,0.011,14, Nursery Bags (50 pcs per bundle for Grow Bags ,
CUS_TEST_0653,1,5,2,0.002,1, NPK Fertilizer (NPK [S] 15-15-15 [10.2] ,
CUS_TEST_0654,154,248.05,920,0.052,20, Foreign Turkey Poults - 30Pcs Per Carton (Full Carton ,
CUS_TEST_0655,116,67.29,721,0.071,30, Day Old Broilers (CASCADA Arbor Acres Broiler),
CUS_TEST_0656,343,344.26,282,0.141,19, AMO Day-Old Broilers (Commercial Arbor Acres Plus),
CUS_TEST_0657,266,475.45,1179,0.105,53, AMO Noilers (Day-Old Chicks),
CUS_TEST_0658,315,77.17,1230,0.026,56, Bronze Level Membership,
CUS_TEST_0659,203,369.6,1090,0.192,77, Supergene seedling (Malaysian Dwarf Oilpalm),
CUS_TEST_0660,41,319.8,439,0.128,82, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0661,105,295.97,1664,0.153,23, AMO Noilers (Day-Old Chicks),
CUS_TEST_0662,193,201.16,1663,0.017,62, Vertex Broiler ,
CUS_TEST_0663,278,184.01,156,0.01,33, Day-Old Pullets (Zartech),
CUS_TEST_0664,354,32.17,1536,0.005,18, Commercial Day Old Marshall Broilers Chicks (Grinphield Brand),
CUS_TEST_0665,237,116.78,1221,0.039,73, Cassava Stem Cuttings (35 Stems/Bundle),
CUS_TEST_0666,221,17.44,621,0.083,33, Agrited Broilers - One Carton,
CUS_TEST_0667,68,294.89,323,0.187,32, 1056 Eggs Capacity Incubators (Electric Powered-500W),
CUS_TEST_0668,197,61.87,1898,0.092,61, Manual Feed Pelleting Machine - Size 32 (Hand-Operated ,
CUS_TEST_0669,256,437.78,1691,0.059,54, Quality Point-of-Lay Hens (ISA Brown) - 14 Weeks,
CUS_TEST_0670,139,266.34,1396,0.113,17, Rabbit Nipple Drinker (100),
CUS_TEST_0671,312,352.85,1049,0.023,19, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0672,1,5,2,0.002,1, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0673,99,284.68,691,0.114,70, Lantern Gas Brooder,
CUS_TEST_0674,76,471.9,557,0.159,99, Day-Old Marshall Broilers (Grinphield),
CUS_TEST_0675,282,50.54,569,0.197,34, Commercial Day-Old Pullets (ISA Brown ,
CUS_TEST_0676,109,134.43,448,0.051,84, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0677,188,392.19,473,0.102,25, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0678,199,58.38,714,0.182,68, Gas Brooder with Infrared Functions(1000 ,
CUS_TEST_0679,303,47.07,1611,0.157,74, Agrited Broiler ,
CUS_TEST_0680,327,187.16,869,0.098,74, Commercial Day-Old Pullets (ISA Brown) - Amo Brand,
CUS_TEST_0681,154,55.16,265,0.189,88, Agrited Pullet ,
CUS_TEST_0682,40,296.69,1492,0.012,85, Commercial SAYED Broilers (Day-Old Chicks),
CUS_TEST_0683,133,120.87,243,0.186,11, The Master Turkey Manual: Raising Turkeys Day Old to Maturity (2021 Edition) 73 Pages,
CUS_TEST_0684,1,5,2,0.002,1, Commercial Day-Old Arbor Acres Plus (FIDAN Broilers),
CUS_TEST_0685,279,393.92,823,0.11,16, Amo Broiler ,
CUS_TEST_0686,362,352.86,1797,0.178,90, Commercial SAYED Broilers (Day-Old Chicks),
CUS_TEST_0687,84,312.3,114,0.053,61, Your Complete Guide to Organic Poultry Farming (72 PAGES ,
CUS_TEST_0688,242,433.1,1974,0.095,94, Egg Incubator ,
CUS_TEST_0689,116,119.3,1542,0.066,80, Day Old CHI Arbor Acre Broilers - Carton of 50 Chicks,
CUS_TEST_0690,109,437.82,94,0.19,7, Agrited Broilers,
CUS_TEST_0691,221,396.85,1699,0.165,16, Your Complete Guide to Organic Poultry Farming (72 PAGES ,
CUS_TEST_0692,41,376.6,692,0.142,99, Gas Brooder with Infrared Functions(1000 ,
CUS_TEST_0693,147,285.02,656,0.118,16, Grass Shredder (600 - 800 kg/hr.),
CUS_TEST_0694,112,130.66,93,0.164,40, Commercial Day Old Marshall Broilers Chicks (Grinphield Brand),
CUS_TEST_0695,103,217.54,1396,0.079,12, Agrited Ross 308 Broilers (Commercial Day-old Chicks),
CUS_TEST_0696,46,398.85,968,0.09,35, Vertex Broiler ,
CUS_TEST_0697,324,25.57,1928,0.146,21, Multifunction pH Tester ,
CUS_TEST_0698,271,393.2,948,0.072,50, Agrited Broiler ,
CUS_TEST_0699,195,127.63,1405,0.014,43, Commercial Day-Old ZARTECH Broilers (Cobb 500) - Half Carton,
CUS_TEST_0700,280,80.71,1211,0.016,17, Agrited Broilers - Half Carton,
CUS_TEST_0701,283,66.69,1642,0.024,32, Day-Old ZARTECH Broilers (Cobb 500) - Half Carton,
CUS_TEST_0702,40,23.35,520,0.174,41, Multifunction pH Tester ,
CUS_TEST_0703,189,266.56,1711,0.095,6, AMO Noilers (Commercial Dual-Purpose Day Old Chicks),
CUS_TEST_0704,164,116.95,1908,0.143,88, Commercial SAYED Broilers (Day-Old Chicks),
CUS_TEST_0705,24,494.82,1516,0.079,27, Agrited Broilers,
CUS_TEST_0706,24,291.47,1278,0.052,20, Day Old Yammfy Broilers (Commercial Arbor Acres),
CUS_TEST_0707,4,77.56,1970,0.07,25, Commercial Day-Old Kuroiler Chicks (Grinphield Brand),
CUS_TEST_0708,323,347.49,342,0.159,66, Day Old amo Pullets (ISA Brown),
CUS_TEST_0709,290,449.89,644,0.125,9, CHI Pullet ,
CUS_TEST_0710,1,5,2,0.002,1, Farm Support Broilers (Commercial Day-Old Arbor Acres Plus),
CUS_TEST_0711,248,47.46,1912,0.136,53, Super Gro Liquid Organic Fertilizer - 1L to 5L ,
CUS_TEST_0712,116,448.98,842,0.114,61, Diaziprim 48%S (Antimicrobial Drug ,
CUS_TEST_0713,279,399.03,969,0.122,38, Super Gro Liquid Organic Fertilizer - 1L to 5L ,
CUS_TEST_0714,69,87.57,1519,0.189,3, Hot Cayenne Pepper ,
CUS_TEST_0715,351,35.38,1141,0.158,84, Diammonium Phosphate Fertilizer (DAP) ,
CUS_TEST_0716,254,283.08,1936,0.006,70, Supergene seedling (Malaysian Dwarf Oilpalm),
CUS_TEST_0717,1,5,2,0.002,1, Pig Nipple Drinker (5 Pieces),
CUS_TEST_0718,318,418.95,709,0.138,55, Broiler Farm Business Plan (2000 Birds ,
CUS_TEST_0719,1,5,2,0.002,1, Day-Old FIDAN Broilers (Arbor Acres Plus),
CUS_TEST_0720,313,457.32,711,0.043,70, Day-Old Marshall Broilers (Grinphield),
CUS_TEST_0721,249,287.19,1188,0.174,45, Day-Old Marshall Broilers (Grinphield),
CUS_TEST_0722,1,5,2,0.002,1, Vertex Broiler ,
CUS_TEST_0723,54,78.4,1485,0.048,47, Treated Dwarf Hybrid Banana Suckers,
CUS_TEST_0724,326,292.47,369,0.177,79, AMO Broilers (Commercial Arbor Acres Plus),
CUS_TEST_0725,357,383.32,376,0.02,26, AMO Broilers (Commercial Arbor Acres Plus),
CUS_TEST_0726,313,392.94,675,0.012,14, AMO Broilers (Commercial Arbor Acres Plus),
CUS_TEST_0727,138,145.12,1400,0.027,54, Farm Support Broilers (Commercial Day-Old Arbor Acres Plus),
CUS_TEST_0728,168,110.08,678,0.012,71, Farm Support Broilers (Commercial Day-Old Arbor Acres Plus),
CUS_TEST_0729,103,18.21,274,0.169,46, Agrited Broilers - One Carton,
CUS_TEST_0730,85,342.81,138,0.013,31, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0731,317,47.52,1878,0.055,88, AMO Noilers (Day-Old Chicks),
CUS_TEST_0732,212,216.17,1852,0.022,59, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0733,1,5,2,0.002,1, Agrited Broilers,
CUS_TEST_0734,179,469.18,1143,0.019,29, AMO Noilers (Day-Old Chicks),
CUS_TEST_0735,342,162.78,325,0.134,96, Commercial Day-Old Kuroiler Chicks (Grinphield Brand),
CUS_TEST_0736,303,132.39,141,0.028,17, AMO Noilers (Day-Old Chicks),
CUS_TEST_0737,332,330.54,1866,0.171,14, AMO Noilers (Commercial Dual-Purpose Day Old Chicks),
CUS_TEST_0738,38,313.43,1642,0.164,36, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0739,239,172.73,1230,0.004,58, Day-Old Marshall Broilers (Grinphield),
CUS_TEST_0740,169,464.77,372,0.179,24, Fidan Broiler ,
CUS_TEST_0741,343,423.98,1713,0.007,63, Agrited Broilers,
CUS_TEST_0742,1,5,2,0.002,1, AMO Noilers (Day-Old Chicks),
CUS_TEST_0743,306,127.18,1811,0.007,25, Farm Support Broilers (Commercial Day-Old Arbor Acres Plus),
CUS_TEST_0744,30,261.03,658,0.068,59, AMO Noilers (Day-Old Chicks),
CUS_TEST_0745,190,389.05,1657,0.103,32, High Pressure Poultry Pen Fogger (Sprinkler System) - One way fogger,
CUS_TEST_0746,357,31.58,1454,0.16,82, Ear Tag for Large Livestock (Pack of 100) - Numbered Ear Tag,
CUS_TEST_0747,25,349.73,57,0.068,18, Vigorlite ,
CUS_TEST_0748,112,327.64,966,0.141,37, Starter Feed ,
CUS_TEST_0749,206,123.43,1590,0.038,26, Broiler Prestarter Feed (Hendrix Brand ,
CUS_TEST_0750,185,343.86,87,0.15,9, Finisher Feed ,
CUS_TEST_0751,47,470.69,1551,0.048,99, Vertex Broiler ,
CUS_TEST_0752,228,32.93,326,0.03,64, Electric Scalding Machine ,
CUS_TEST_0753,39,166.63,163,0.038,72, Table-Top Electronic Scale (Maximum 40kg ,
CUS_TEST_0754,16,224.71,1384,0.037,20, Poultry Plucker Fingers (High Quality Rubber Material),
CUS_TEST_0755,22,450.64,278,0.103,54, Amo Broiler ,
CUS_TEST_0756,213,481.51,1050,0.169,86, Yammfy Day-Old Cockerel Chicks,
CUS_TEST_0757,310,227.62,579,0.017,83, TopFeed Omega Fish Feed (Floating Feed Pellets for Tilapia ,
CUS_TEST_0758,149,377.51,931,0.142,30, Vertex Broiler ,
CUS_TEST_0759,241,270.51,1994,0.131,53, Day-Old Marshall Broilers (Grinphield),
CUS_TEST_0760,1,5,2,0.002,1, AMO Noilers (Day-Old Chicks),
CUS_TEST_0761,59,146.27,1707,0.05,99, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0762,287,116.31,863,0.091,63, Grinphield Day-Old Marshall Broilers,
CUS_TEST_0763,202,151.12,1221,0.185,11, Agrited Ross 308 Broilers (Commercial Day-old Chicks),
CUS_TEST_0764,32,282.6,800,0.132,31, Agrited Ross 308 Broilers (Commercial Day-old Chicks),
CUS_TEST_0765,162,24.29,1556,0.078,49, Agrited Ross 308 Broilers (Commercial Day-old Chicks),
CUS_TEST_0766,255,454.55,1938,0.027,94, Agrited Ross 308 Broilers (Commercial Day-old Chicks),
CUS_TEST_0767,254,86.58,1408,0.053,87, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0768,9,117.84,1278,0.117,19, Agrited Broilers (Commercial Day-Old Ross 308),
CUS_TEST_0769,139,263.96,1717,0.144,12, AMO Noilers (Day-Old Chicks),
CUS_TEST_0770,10,357.96,1584,0.026,15, Killing Cones (12 Birds Capacity),
CUS_TEST_0771,214,56.91,175,0.12,31, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0772,273,165.67,1294,0.111,43, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0773,324,484.65,1937,0.103,37, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0774,48,138.55,922,0.138,79, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0775,111,163.39,373,0.168,29, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0776,153,419.88,1802,0.065,26, Boostract (Bio-Stimulant Seaweed Extract ),
CUS_TEST_0777,123,34.61,1088,0.178,2, AMO Noilers (Day-Old Chicks),
CUS_TEST_0778,357,237.66,731,0.033,84, AMO Noilers (Day-Old Chicks),
CUS_TEST_0779,102,196.01,30,0.035,15, AMO Noilers (Day-Old Chicks),
CUS_TEST_0780,241,165.13,182,0.054,4, Rabbit Nipple Drinker (100),
CUS_TEST_0781,321,149.99,458,0.025,86, Farm Support Broilers (Commercial Day-Old Arbor Acres Plus),
CUS_TEST_0782,191,54.77,1998,0.047,50, AMO Broilers (Commercial Arbor Acres Plus),
CUS_TEST_0783,217,164.26,537,0.022,38, Rabbit Nipple Drinker (100),
CUS_TEST_0784,51,31.1,1179,0.165,23, Vertex Broiler ,
CUS_TEST_0785,292,392.67,520,0.029,59, Amo Broiler ,
CUS_TEST_0786,81,205.13,1535,0.15,90, Amo Broiler ,
CUS_TEST_0787,88,227.51,374,0.011,75, AMO Broilers (Commercial Arbor Acres Plus),
CUS_TEST_0788,194,447.86,1965,0.19,28, Amo Broiler ,
CUS_TEST_0789,104,332.45,1791,0.143,66, Amo Broiler ,
CUS_TEST_0790,271,13.95,250,0.002,8, five-TETRAVIT EGGS ,
CUS_TEST_0791,96,472.16,1968,0.153,29, five-TETRAVIT EGGS ,
CUS_TEST_0792,198,126.2,1972,0.103,11, NEEM OIL ,
CUS_TEST_0793,1,62.73,752,0.156,18, CHI Pullet ,
CUS_TEST_0794,167,386.38,1078,0.105,55, AMO Broilers (Commercial Arbor Acres Plus),
CUS_TEST_0795,126,255.23,557,0.129,50, Day-Old ISA Brown Pullets (CHI Brand),
CUS_TEST_0796,313,222.55,1235,0.157,14, Chick Feed (Mash ,
CUS_TEST_0797,81,132.26,1552,0.082,74, AMO Broilers (Commercial Arbor Acres Plus),
CUS_TEST_0798,251,278.26,870,0.002,99, Water line cleaner,
CUS_TEST_0799,169,144.45,1694,0.17,9, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0800,73,451.78,1095,0.077,99, AMO Noilers (Day-Old Chicks),
CUS_TEST_0801,141,115.45,1968,0.1,11, Gas Brooder with Infrared Functions (1000 and 2000 Chicks Capacity) - 2000 birds,
CUS_TEST_0802,70,443.33,510,0.003,63, AMO Broilers (Commercial Arbor Acres Plus),
CUS_TEST_0803,262,284.11,959,0.099,76, Vertex Broiler ,
CUS_TEST_0804,340,415.96,1901,0.197,67, Grower Pig Feed (25kg ,
CUS_TEST_0805,308,359.29,1801,0.056,53, Commercial Hyla Rabbits (Broiler Rabbit Breed ,
CUS_TEST_0806,245,351.38,901,0.08,39, Commercial Hyla Rabbits (Broiler Rabbit Breed ,
CUS_TEST_0807,3,168.93,1492,0.138,78, Sow Feed (25kg ,
CUS_TEST_0808,337,124.61,1455,0.163,56, Sow Feed (25kg ,
CUS_TEST_0809,63,113.33,1599,0.084,28, Numbered Ear Tag (For Cattle,
CUS_TEST_0810,49,430.02,374,0.063,75, Commercial Day Old Marshall Broilers Chicks (Grinphield Brand),
CUS_TEST_0811,76,412.01,1946,0.188,39, Agrited Broilers,
CUS_TEST_0812,175,225.88,74,0.136,25, Zartech Pullets (Commercial Day-Old ISA Brown),
CUS_TEST_0813,109,74.88,1699,0.025,21, AMO Broiler Chicks ,
CUS_TEST_0814,183,197.3,50,0.015,10, AMO Broiler Chicks ,
CUS_TEST_0815,192,313.48,1687,0.097,43, Day-Old Marshall Broilers (Grinphield),
CUS_TEST_0816,65,232.66,1123,0.045,15, Agrited Broilers,
CUS_TEST_0817,337,392.29,1917,0.052,83, Farm Support Broilers (Commercial Day-Old Arbor Acres Plus),
CUS_TEST_0818,271,498.84,902,0.176,48, AMO Noilers (Day-Old Chicks),
CUS_TEST_0819,100,103.65,77,0.019,86, SAYED Broilers (Day-Old Chicks),
CUS_TEST_0820,32,235.23,1544,0.143,21, Agrited Broilers,
CUS_TEST_0821,352,221.18,580,0.055,60, Agrited Broilers,
CUS_TEST_0822,128,159.2,316,0.152,96, Agrited Broiler ,
CUS_TEST_0823,339,107.07,1031,0.145,50, Electric Hand Debeaker (220V/150W),
CUS_TEST_0824,43,42.19,1063,0.002,23, Imported Turkey Poults (Full Carton 30pcs ,
CUS_TEST_0825,78,444.69,571,0.102,13, Washed and Buffered Cocopeat ,
CUS_TEST_0826,314,215.73,785,0.029,69, PPS Aqua-Guard (30 Tablets ,
CUS_TEST_0827,289,253.48,303,0.173,4, Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0828,1,5,2,0.002,1, Commercial Day-Old ZARTECH Broilers (Cobb 500),
CUS_TEST_0829,162,390.38,629,0.084,78, Rubber Grommet + PVC Connector (100Pcs/Pack Each),
CUS_TEST_0830,189,73.95,1809,0.089,72, Agrited Ross 308 Broilers (Commercial Day-old Chicks),
CUS_TEST_0831,247,287.06,410,0.061,9, Isochlor (Animal Care Brand ,
CUS_TEST_0832,216,226.7,1382,0.144,35, Watermelon Kaolack 500g ,
CUS_TEST_0833,315,400.63,508,0.072,21, Farm Support Broilers (Commercial Day-Old Arbor Acres Plus),
CUS_TEST_0834,339,364.87,44,0.054,58, Agrited Broiler ,
CUS_TEST_0835,168,348.3,545,0.087,18, Isochlor (Animal Care Brand ,
CUS_TEST_0836,1,5,2,0.002,1, Furadan ,
CUS_TEST_0837,193,404.43,1221,0.15,72, Day-Old CHI Broilers ,
CUS_TEST_0838,283,35.67,1574,0.004,81, Commercial Day-Old Kuroiler Chicks (Grinphield Brand),
CUS_TEST_0839,336,88.22,650,0.129,43, Agrited Broiler ,
CUS_TEST_0840,1,5,2,0.002,1, Agrited Ross 308 Broilers (Commercial Day-old Chicks),
CUS_TEST_0841,1,5,2,0.002,1, Pig Nipple Drinker (5 Pieces),
CUS_TEST_0842,320,125.15,1441,0.127,6, Agrited Broilers,
CUS_TEST_0843,147,416.77,1262,0.199,86, Aquafeed Production,
CUS_TEST_0844,204,474.64,301,0.156,78, Agrited Broilers,
CUS_TEST_0845,80,159.26,172,0.046,67, Seed Trays (Plastic Nursery Sprouter Tray) - 200 Holes,
CUS_TEST_0846,43,139.61,1664,0.036,12, Agrited Broilers - One Carton,
CUS_TEST_0847,89,147.15,1942,0.173,12, Agrited Broilers - One Carton,
CUS_TEST_0848,148,146.08,1873,0.089,66, Agrited Broilers - One Carton,
CUS_TEST_0849,95,27.61,1122,0.028,2, Agrited Broilers - One Carton,
CUS_TEST_0850,151,464.19,276,0.173,15, Agrited Broilers - Half Carton,
CUS_TEST_0851,2,114.71,1314,0.163,23, Oil Palm Harvester (2 Stroke Engines ,
CUS_TEST_0852,22,215.8,817,0.197,29, Poultry Drinking Water Line Pipe Cleaning Tool,
CUS_TEST_0853,313,14.75,108,0.182,81, Platinum F1 Tomato Seed (East West Seed ,
CUS_TEST_0854,328,430.4,1711,0.171,96, Farm Management Book (Livestock and Crop Farms ,
CUS_TEST_0855,7,368.27,652,0.011,7, Day Old White Cockerel,
CUS_TEST_0856,206,473.91,1823,0.022,94, NPK 20:20:20 Agrovert Fertilizer (Foliar),
CUS_TEST_0857,114,392.99,1658,0.114,28, Seed Trays (Plastic Nursery Sprouter Tray) - 200 Holes,
CUS_TEST_0858,272,163.72,554,0.107,14, Catfish Fingerlings,
CUS_TEST_0859,83,131.46,801,0.092,44, Farm Support Broilers (Commercial Day-Old Arbor Acres Plus),
CUS_TEST_0860,179,351.88,967,0.08,30, Washed and Buffered Cocopeat ,
CUS_TEST_0861,210,188.42,1674,0.087,81, Fisodine (500mL ,
CUS_TEST_0862,328,287.45,1383,0.114,32, Platinum 701 F1 Tomato Seeds (East West Seed ,
CUS_TEST_0863,124,13.07,1242,0.001,70, Amo Broiler ,
CUS_TEST_0864,113,40.32,1148,0.053,88, Yammfy Day-Old Cockerel Chicks,
CUS_TEST_0865,12,272.33,646,0.104,6, Day Old AMO Broilers (Commercial Arbor Acres Plus),
CUS_TEST_0866,126,287.38,1061,0.145,27, Silver Level Membership,
CUS_TEST_0867,53,378.21,96,0.036,82, Amo Broiler ,
CUS_TEST_0868,331,74.66,1549,0.11,88, Amo Broiler ,
CUS_TEST_0869,283,261.46,220,0.143,24, Amo Broiler ,
CUS_TEST_0870,140,105.28,1419,0.089,34, Amo Broiler ,
CUS_TEST_0871,97,55.67,797,0.006,40, Amo Broiler ,
CUS_TEST_0872,5,211.14,550,0.09,47, Amo Broiler ,
CUS_TEST_0873,57,90.03,1019,0.06,79, Amo Broiler ,
CUS_TEST_0874,334,118.67,1170,0.186,75, 1000 Layers Business Plan (2022 Edition),
CUS_TEST_0875,69,165.6,296,0.026,86, Amo Broiler ,
CUS_TEST_0876,118,137.1,1664,0.131,24, AMO Noilers (Commercial Dual-Purpose Day Old Chicks),
CUS_TEST_0877,59,52.92,514,0.011,65, Electric Debeaker for Poultry ,
CUS_TEST_0878,33,54.06,1562,0.09,18, Day-Old AMO Pullets (ISA Brown ,
CUS_TEST_0879,318,104.69,1351,0.111,44, AMO Broilers (Commercial Arbor Acres Plus),
CUS_TEST_0880,50,34.77,1962,0.06,76, Amo Broiler ,
CUS_TEST_0881,19,316.96,1217,0.092,57, Day Old AMO Broilers (Commercial Arbor Acres Plus),
CUS_TEST_0882,214,150.79,405,0.034,28, Commercial Day-Old Pullets (ISA Brown) - Amo Brand,
CUS_TEST_0883,197,147.08,682,0.062,71, Commercial Day-Old Pullets (ISA Brown) - Amo Brand,
CUS_TEST_0884,47,172.68,1321,0.125,23, AMO Noilers (Day-Old Chicks),
CUS_TEST_0885,167,334.77,578,0.061,85, AMO Noilers (Day-Old Chicks),
CUS_TEST_0886,289,436.61,1127,0.18,34, AMO Noilers (Day-Old Chicks),
CUS_TEST_0887,141,381.95,1561,0.126,11, AMO Noilers (Day-Old Chicks),
CUS_TEST_0888,84,366.49,102,0.088,86, AMO Noilers (Day-Old Chicks),
